Concept	Feature	BR_Label
bouquet	used_at_weddings	encyclopaedic
bow_(ribbon)	different_colours	visual-colour
bow_(ribbon)	different_sizes	visual-form_and_surface
bow_(ribbon)	found_on_gifts	encyclopaedic
bow_(ribbon)	is_long	visual-form_and_surface
bow_(ribbon)	is_red	visual-colour
bow_(ribbon)	used_for_decoration	function
bow_(ribbon)	used_for_tying	function
bow_(ribbon)	worn_in_hair	function
bow_(weapon)	a_weapon	taxonomic
bow_(weapon)	has_a_string	visual-form_and_surface
bow_(weapon)	is_curved	visual-form_and_surface
bow_(weapon)	is_dangerous	encyclopaedic
bow_(weapon)	is_long	visual-form_and_surface
bow_(weapon)	made_of_plastic	visual-form_and_surface
bow_(weapon)	made_of_wood	visual-form_and_surface
bow_(weapon)	requires_arrows	encyclopaedic
bow_(weapon)	used_for_archery	function
bow_(weapon)	used_for_hunting	function
bow_(weapon)	used_for_killing	function
bow_(weapon)	used_for_sports	function
bow_(weapon)	used_long_ago	encyclopaedic
bowl	different_colours	visual-colour
bowl	found_in_kitchens	encyclopaedic
bowl	is_curved	visual-form_and_surface
bowl	is_round	visual-form_and_surface
bowl	made_of_ceramic	visual-form_and_surface
bowl	made_of_plastic	visual-form_and_surface
bowl	requires_a_spoon	encyclopaedic
bowl	used_for_eating	function
bowl	used_for_eating_cereal	function
bowl	used_for_food	function
bowl	used_for_holding_things	function
bowl	used_for_liquids	function
bowl	used_for_mixing	function
bowl	used_for_soup	function
box	a_container	taxonomic
box	has_4_sides	visual-form_and_surface
box	has_6_sides	visual-form_and_surface
box	has_a_lid	visual-form_and_surface
box	has_sides	visual-form_and_surface
box	is_brown	visual-colour
box	is_large	visual-form_and_surface
box	is_rectangular	visual-form_and_surface
box	is_small	visual-form_and_surface
box	is_square	visual-form_and_surface
box	made_of_cardboard	visual-form_and_surface
box	made_of_wood	visual-form_and_surface
box	used_for_moving_things	function
box	used_for_storage	function
bra	an_undergarment	taxonomic
bra	clothing	taxonomic
bra	different_colours	visual-colour
bra	different_sizes	visual-form_and_surface
bra	has_clasps	visual-form_and_surface
bra	has_cups	visual-form_and_surface
bra	has_hooks	visual-form_and_surface
bra	has_no_straps	encyclopaedic
bra	has_straps	visual-form_and_surface
bra	has_wires	visual-form_and_surface
bra	is_black	visual-colour
bra	is_lacy	visual-form_and_surface
bra	is_sexy	encyclopaedic
bra	is_uncomfortable	tactile
bra	is_white	visual-colour
bra	made_of_cotton	visual-form_and_surface
bra	made_of_material	visual-form_and_surface
bra	worn_by_women	function
bra	worn_for_support	function
bra	worn_for_supporting_breasts	function
bracelet	a_fashion_accessory	taxonomic
bracelet	a_jewelry	taxonomic
bracelet	bought/sold_in_stores	encyclopaedic
bracelet	has_a_clasp	visual-form_and_surface
bracelet	is_expensive	encyclopaedic
bracelet	is_not_expensive	encyclopaedic
bracelet	is_round	visual-form_and_surface
bracelet	is_thin	visual-form_and_surface
bracelet	made_of_gold	visual-form_and_surface
bracelet	made_of_metal	visual-form_and_surface
bracelet	made_of_silver	visual-form_and_surface
bracelet	used_for_gifts	function
bracelet	worn_on_ankles	function
bracelet	worn_on_wrists	function
bread	a_food	taxonomic
bread	a_loaf	taxonomic
bread	eaten_as_toast	function
bread	eaten_with_butter	encyclopaedic
bread	has_a_crust	visual-form_and_surface
bread	is_brown	visual-colour
bread	is_edible	function
bread	is_nutritious	encyclopaedic
bread	is_soft	tactile
bread	is_white	visual-colour
bread	made_of_flour	encyclopaedic
bread	made_of_wheat	encyclopaedic
bread	made_with_yeast	encyclopaedic
bread	requires_baking	function
bread	requires_slicing	function
bread	used_in_sandwiches	function
brick	different_colours	visual-colour
brick	is_hard	tactile
brick	is_heavy	tactile
brick	is_rectangular	visual-form_and_surface
brick	is_red	visual-colour
brick	is_rough	tactile
brick	made_of_cement	visual-form_and_surface
brick	used_for_building_buildings	function
brick	used_for_building_houses	function
bridge	eg_-_a_drawbridge	taxonomic
bridge	found_over_water	encyclopaedic
bridge	is_large	visual-form_and_surface
bridge	is_long	visual-form_and_surface
bridge	is_small	visual-form_and_surface
bridge	made_by_humans	encyclopaedic
bridge	made_of_concrete	visual-form_and_surface
bridge	made_of_metal	visual-form_and_surface
bridge	made_of_wood	visual-form_and_surface
bridge	used_by_cars	function
bridge	used_by_people	function
bridge	used_by_trains	function
bridge	used_for_connecting_land	function
bridge	used_for_crossing	function
broccoli	a_vegetable	taxonomic
broccoli	eaten_by_cooking	function
broccoli	eaten_raw	function
broccoli	eaten_with_cheese_sauce	encyclopaedic
broccoli	grows_in_gardens	encyclopaedic
broccoli	has_flowers	visual-form_and_surface
broccoli	has_leaves	visual-form_and_surface
broccoli	has_stalks	visual-form_and_surface
broccoli	is_edible	function
broccoli	is_green	visual-colour
broccoli	is_nutritious	encyclopaedic
broccoli	tastes_good	taste
broom	associated_with_witches	encyclopaedic
broom	found_in_closets	encyclopaedic
broom	has_a_handle	visual-form_and_surface
broom	has_bristles	visual-form_and_surface
broom	is_long	visual-form_and_surface
broom	made_of_plastic	visual-form_and_surface
broom	made_of_straw	visual-form_and_surface
broom	made_of_wood	visual-form_and_surface
broom	used_for_cleaning	function
broom	used_for_removing_dirt	function
broom	used_for_removing_dust	function
broom	used_for_sweeping	function
broom	used_on_floors	function
brush	has_a_handle	visual-form_and_surface
brush	has_bristles	visual-form_and_surface
brush	is_hand_held	function
brush	made_of_metal	visual-form_and_surface
brush	made_of_plastic	visual-form_and_surface
brush	used_by_people	function
brush	used_for_cleaning	function
brush	used_for_combing	function
brush	used_for_painting	function
brush	used_for_untangling	function
brush	used_on_hair	encyclopaedic
brush	used_on_teeth	encyclopaedic
bucket	has_a_handle	visual-form_and_surface
bucket	is_round	visual-form_and_surface
bucket	made_of_metal	visual-form_and_surface
bucket	made_of_plastic	visual-form_and_surface
bucket	used_for_carrying_things	function
bucket	used_for_holding_things	function
bucket	used_for_water	function
buckle	found_on_belts	encyclopaedic
buckle	found_on_shoes	encyclopaedic
buckle	is_shiny	visual-form_and_surface
buckle	is_small	visual-form_and_surface
buckle	made_of_metal	visual-form_and_surface
buckle	made_of_plastic	visual-form_and_surface
buckle	used_for_fastening	function
buckle	used_for_holding	function
budgie	a_bird	taxonomic
budgie	a_pet	taxonomic
budgie	beh_-_chirps	sound
budgie	beh_-_eats	visual-motion
budgie	beh_-_eats_seeds	visual-motion
budgie	beh_-_flies	visual-motion
budgie	beh_-_sings	sound
budgie	beh_-_talks	sound
budgie	different_colours	visual-colour
budgie	has_a_beak	visual-form_and_surface
budgie	has_feathers	visual-form_and_surface
budgie	is_blue	visual-colour
budgie	is_colourful	visual-colour
budgie	is_green	visual-colour
budgie	is_loud	sound
budgie	is_small	visual-form_and_surface
budgie	lives_in_cages	encyclopaedic
buffalo	a_mammal	taxonomic
buffalo	an_animal	taxonomic
buffalo	beh_-_runs	visual-motion
buffalo	beh_-_travels_in_herds	visual-motion
buffalo	has_4_legs	visual-form_and_surface
buffalo	has_hair	visual-form_and_surface
buffalo	has_horns	visual-form_and_surface
buffalo	hunted_by_people	function
buffalo	is_brown	visual-colour
buffalo	is_edible	function
buffalo	is_endangered	encyclopaedic
buffalo	is_furry	tactile
buffalo	is_large	visual-form_and_surface
buffalo	like_a_cow	encyclopaedic
buffalo	lives_in_Prairies	encyclopaedic
buggy	has_4_wheels	visual-form_and_surface
buggy	has_a_handle	visual-form_and_surface
buggy	has_seats	visual-form_and_surface
buggy	has_wheels	visual-form_and_surface
buggy	is_old-fashioned	encyclopaedic
buggy	made_of_metal	visual-form_and_surface
buggy	used_by_people	function
buggy	used_by_pulling_by_horses	function
buggy	used_by_pushing	function
buggy	used_for_babies	function
buggy	used_for_carrying_things	function
buggy	used_for_transportation	function
building	found_in_cities	encyclopaedic
building	has_a_roof	visual-form_and_surface
building	has_doors	visual-form_and_surface
building	has_rooms	visual-form_and_surface
building	has_walls	visual-form_and_surface
building	has_windows	visual-form_and_surface
building	is_large	visual-form_and_surface
building	is_tall	visual-form_and_surface
building	made_of_brick	visual-form_and_surface
building	made_of_cement	visual-form_and_surface
building	made_of_metal	visual-form_and_surface
building	made_of_wood	visual-form_and_surface
building	used_by_people	function
building	used_for_residences	function
building	used_for_work	function
bull	a_cow	taxonomic
bull	a_mammal	taxonomic
bull	an_animal	taxonomic
bull	beh_-_hates_red	encyclopaedic
bull	beh_-_kills_people	encyclopaedic
bull	has_a_ring_in_its_nose	encyclopaedic
bull	has_horns	visual-form_and_surface
bull	is_dangerous	encyclopaedic
bull	is_large	visual-form_and_surface
bull	is_male	encyclopaedic
bull	lives_in_Spain	encyclopaedic
bull	used_for_bullfighting	function
bullet	a_gun	taxonomic
bullet	has_a_pointed_end	visual-form_and_surface
bullet	is_fast	visual-motion
bullet	is_small	visual-form_and_surface
bullet	made_of_lead	visual-form_and_surface
bullet	made_of_metal	visual-form_and_surface
bullet	requires_gunpowder	encyclopaedic
bullet	used_as_a_projectile	function
bullet	used_by_firing_from_gun	function
bullet	used_by_hunters	function
bullet	used_by_the_police	function
bullet	used_for_injuring	function
bullet	used_for_killing	function
bullet	used_in_guns	function
bungalow	a_house	taxonomic
bungalow	has_1_level	visual-form_and_surface
bungalow	has_a_basement	visual-form_and_surface
bungalow	has_a_roof	visual-form_and_surface
bungalow	has_levels	visual-form_and_surface
bungalow	is_small	visual-form_and_surface
bungalow	made_of_brick	visual-form_and_surface
bungalow	used_for_living_in	function
bungalow	used_for_shelter	function
bureau	a_desk	taxonomic
bureau	a_dresser	taxonomic
bureau	found_in_bedrooms	encyclopaedic
bureau	furniture	taxonomic
bureau	has_a_mirror_on_top	visual-form_and_surface
bureau	has_drawers	visual-form_and_surface
bureau	is_heavy	tactile
bureau	is_large	visual-form_and_surface
bureau	made_of_wood	visual-form_and_surface
bureau	used_for_storage	function
bureau	used_for_storing_clothing	function
bureau	used_for_writing_on	function
bus	a_vehicle	taxonomic
bus	has_an_engine	visual-form_and_surface
bus	has_doors	visual-form_and_surface
bus	has_many_seats	visual-form_and_surface
bus	has_seats	visual-form_and_surface
bus	has_wheels	visual-form_and_surface
bus	has_windows	visual-form_and_surface
bus	is_crowded	visual-form_and_surface
bus	is_large	visual-form_and_surface
bus	is_loud	sound
bus	is_yellow	visual-colour
bus	requires_a_fare	encyclopaedic
bus	requires_drivers	encyclopaedic
bus	used_by_schools	function
bus	used_for_passengers	function
bus	used_for_public_transportation	function
bus	used_for_transportation	function
butterfly	an_insect	taxonomic
butterfly	beh_-_flies	visual-motion
butterfly	beh_-_pollinates_flowers	visual-motion
butterfly	comes_from_a_caterpillar	encyclopaedic
butterfly	comes_from_a_cocoon	encyclopaedic
butterfly	different_colours	visual-colour
butterfly	different_types	encyclopaedic
butterfly	eg_-_monarch	taxonomic
butterfly	has_antennae	visual-form_and_surface
butterfly	has_wings	visual-form_and_surface
butterfly	is_beautiful	encyclopaedic
butterfly	is_colourful	visual-colour
butterfly	is_delicate	encyclopaedic
butterfly	is_pretty	encyclopaedic
butterfly	is_small	visual-form_and_surface
buzzard	a_bird	taxonomic
buzzard	a_carnivore	taxonomic
buzzard	a_scavenger	taxonomic
buzzard	beh_-_eats	visual-motion
buzzard	beh_-_eats_dead_flesh	visual-motion
buzzard	beh_-_flies	visual-motion
buzzard	has_a_beak	visual-form_and_surface
buzzard	has_a_neck	visual-form_and_surface
buzzard	has_feathers	visual-form_and_surface
buzzard	has_wings	visual-form_and_surface
buzzard	is_black	visual-colour
buzzard	is_large	visual-form_and_surface
buzzard	is_ugly	encyclopaedic
buzzard	lives_in_deserts	encyclopaedic
cabbage	a_vegetable	taxonomic
cabbage	eaten_as_coleslaw	function
cabbage	eaten_by_cooking	function
cabbage	eaten_in_cabbage_rolls	function
cabbage	eaten_in_salads	function
cabbage	eaten_in_soups	function
cabbage	grows_in_gardens	encyclopaedic
cabbage	grows_in_patches	encyclopaedic
cabbage	grows_on_the_ground	encyclopaedic
cabbage	has_leaves	visual-form_and_surface
cabbage	is_edible	function
cabbage	is_green	visual-colour
cabbage	is_nutritious	encyclopaedic
cabbage	is_round	visual-form_and_surface
cabbage	is_smelly	smell
cabbage	is_white	visual-colour
cabin	found_in_forests	encyclopaedic
cabin	has_fireplaces	visual-form_and_surface
cabin	is_cozy	tactile
cabin	is_small	visual-form_and_surface
cabin	like_a_house	encyclopaedic
cabin	made_of_logs	visual-form_and_surface
cabin	made_of_wood	visual-form_and_surface
cabin	used_for_relaxing	function
cabin	used_for_shelter	function
cabin	used_for_vacations	encyclopaedic
cabinet	found_in_houses	encyclopaedic
cabinet	found_in_kitchens	encyclopaedic
cabinet	furniture	taxonomic
cabinet	has_doors	visual-form_and_surface
cabinet	has_drawers	visual-form_and_surface
cabinet	has_handles	visual-form_and_surface
cabinet	has_shelves	visual-form_and_surface
cabinet	made_of_wood	visual-form_and_surface
cabinet	used_for_storage	function
cabinet	used_for_storing_dishes	function
cage	has_a_door	visual-form_and_surface
cage	has_a_lock	visual-form_and_surface
cage	has_bars	visual-form_and_surface
cage	is_restricting	encyclopaedic
cage	is_small	visual-form_and_surface
cage	made_of_metal	visual-form_and_surface
cage	made_of_wire	visual-form_and_surface
cage	used_by_zoos	function
cage	used_for_birds	function
cage	used_for_criminals	function
cage	used_for_holding_animals	function
cage	used_for_holding_things	function
cage	used_for_trapping	function
cake	a_dessert	taxonomic
cake	eaten_at_birthdays	encyclopaedic
cake	eaten_at_special_occasions	encyclopaedic
cake	eaten_at_weddings	encyclopaedic
cake	eaten_by_baking	function
cake	eaten_with_ice_cream	encyclopaedic
cake	eg_-_chocolate_cake	taxonomic
cake	eg_-_vanilla_cake	taxonomic
cake	is_edible	function
cake	made_in_ovens	encyclopaedic
cake	made_with_flour	encyclopaedic
cake	made_with_sugar	encyclopaedic
cake	requires_candles	encyclopaedic
cake	requires_icing	function
cake	tastes_different_flavours	taste
cake	tastes_good	taste
cake	tastes_sweet	taste
calf	a_baby_cow	taxonomic
calf	an_animal	taxonomic
calf	beh_-_eats_grass	visual-motion
calf	beh_-_moos	sound
calf	beh_-_suckles_milk	visual-motion
calf	eaten_as_food	function
calf	eaten_as_veal	function
calf	has_4_hoofs	visual-form_and_surface
calf	has_4_legs	visual-form_and_surface
calf	has_a_tail	visual-form_and_surface
calf	has_hooves	visual-form_and_surface
calf	is_edible	function
calf	is_small	visual-form_and_surface
calf	lives_on_farms	encyclopaedic
camel	a_mammal	taxonomic
camel	an_animal	taxonomic
camel	associated_with_cigarettes	encyclopaedic
camel	beh_-_drinks_water	visual-motion
camel	beh_-_spits	visual-motion
camel	beh_-_stores_water	encyclopaedic
camel	has_2_humps	visual-form_and_surface
camel	has_a_hump	visual-form_and_surface
camel	has_legs	visual-form_and_surface
camel	is_beige	visual-colour
camel	is_brown	visual-colour
camel	is_large	visual-form_and_surface
camel	lives_in_deserts	encyclopaedic
camel	used_by_riding	function
camel	used_for_transportation	function
camisole	a_lingerie	taxonomic
camisole	an_undergarment	taxonomic
camisole	clothing	taxonomic
camisole	has_lace	visual-form_and_surface
camisole	has_no_sleeves	encyclopaedic
camisole	has_straps	visual-form_and_surface
camisole	has_thin/spaghetti_straps	visual-form_and_surface
camisole	is_comfortable	tactile
